source,050010,264 bay state road,Academy of federal penitentiary service of russia,Adam mickiewicz university in poznań,Afghanistan,Aga-khan foundation in kyrgyzstan,Agentia pentru stiinta si memorie militara,Agric. and fish,Al-farabi kazakh national university,Albania,Albert-ludwigs-universität freiburg,Algeria,Allameh tabatabaei university,Almaty,American university of central asia,And a member of the board of trustees at the foreign policy research institute,Architectural studio,Argentina,Armenia,Associate member of sage (umr cnrs 7363),Austin,Australia,Austria,Azad islamic university,Azad university,Azerbaijan,Azerbaycan avrasya araştirmalari merkezi başkani,Bangladesh,Belarus,Belgium,Ben-gurion university of the negev,Berlin's humboldt university,Berliner kolleg fur vergleichende geschichte europas,Bi,Bioquímica clínica,Bosnia and herzegovina,Boston college,Boston university,Brazil,Brunei darussalam,Buddhist and tibetan studies,Buffalo state college,Bulevar revolucije 73,Bulgaria,C/o diogenes,Ca 93403-8106,Cameroon,Canada,Canada (fax: +1 613 788 4064),Case western reserve university,Caspian university,Castalia strategic advisors,Center for advanced holocaust studies,Center for the history of literature,Centre for european migration and ethnic studies (cemes),Chatham house,Chile,China,Chinese academy of social sciences,Cnrs paris-berlin,Collaborated in the research,Collabore á l'emission le dessous des cartes,College of art and design,College of letters and science,College of ndu,Colombia,Columbia university,Communication studies program at concordia university,Costa rica,Croatia,Cuba,Cyprus,Czech republic,Daffodil international university,Denmark,Departament de filologia anglesa i alemanya,Department for the humanities,Department of anthropology,Department of constitutional and municipal law of kutafin moscow state law university (msla),Department of economic and social geography of russia,Department of meimo,Department of official publications and normative documents,Department of sociology,Dept. for international development,Des minorités (gdm),Directeur du centre,Durham university,Délégation aux affaires stratégiques,Ecuador,Egypt,Ehess,Emory university,Empirica research and consultancy institute,En mission en lettonie,Eritrea,Estonia,Estonian chamber of commerce and industry,Ethiopia,Eurasia department,European centre of space law,European centre of space law and the french society of air and space law,Faculty of humanities,Faculty of polish philology,Faculty of social sciences,Financial institutes of kfu,Finland,Florida intl. university foundation,France,Freie universität berlin,French polynesia,Friedrich-schiller-univ. jena,Gambia,Geographisches institut der universität innsbruck,Georgetown university,Georgia,German multinational company,Germany,Greece,Gustave eiffel (université paris xii),Hamburger institute für sozialforschung,Hankuk university of foreign studies,Harvard university,Head of the press service at the institute of social and philosophical sciences and mass communications of kazan (volga region) federal university,Hebrew university of jerusalem,History and theory of culture,Hong kong,Humboldt university,Hungary,Høgskolen i lillehammer,Ibm,Iceland,Ii. rákóczi ferenc kárpátaljai magyar főiskola,Inalco,Independent researcher,Independent scholar affiliated with yad vashem,India,Indonesia,Institut de recherche pour le développement (ird),Institut für ge-schichtswissenschaften & europäische ethnologie,Institut für slawistik und hungarologie,Institut für sozialforschune im arbeitsbereich theorie und geschichte der gewalt,Institute of cultural heritage,Institute of political sciences at ilia state university,Institute of world history ras,International and energy studies,International centre for the history and sociology of world war ii and its consequences,International economic law,International eurasian movement,International law association,International union against tuberculosis and lung disease (iuatld),Intervenant en économie à l'essca,Iran,Iraq,Ireland,Iris,Islamic azad university,Ispru,Israel,Isu,Italy,Jadara university,Japan,Jordan,Jsc financial academy,Justus liebig university giessen,Kazakhstan,Kazakhstan astana university miras kazakhstan kazakh national pedagogical university named after abai kazakhstan,Kazan,Kazan (volga region) federal university,Kazan federal university,Kellogg college,Kenya,King's college london,Komazawa university,Kuwait,Kyiv national university of trade and economics,Kyrgyzstan,L.n. gumilyov eurasian national university,La trobe university,Laboratoire de recherche historique rhône-alpes (larhra),Laboratoire de sociologie quantitative (crest-insee),Latvia,Leah greenspan advertising and marketing ltd,Lebanon,Liberia,Lithuania,London school of economics,Los angeles,Ludwig-maximilians university munich,Luxembourg,Ma 01063,Macao,Madagascar,Malaysia,Malta,Mariupol state university,Massachusetts institute of technology,Metropolitan state college of denver,Mexico,Meyers-jdc-brookdale jerusalem,Ministry of foreign affairs,Moldova,Monaco,Mongolia,Montenegro,Morocco,Moscow,Moscow state institute of international relations (mgimo university),Mozambique,Murmansk advanced teachers' college,Museum and documentation center ebreji latvij,Myanmar,National archives and records administration,National institute of water and atmospheric research (niwa,National research university - higher school of economics,National research university higher school of economics,National university lviv polytechnic,National university odessa law academy,National university of singapore,Naval postgraduate school,Nazarbayev university,Netherlands,Netherlands institute for war documentation,New york city,New zealand,Nigeria,North macedonia,Norway,Oman,Osi public health program,Oxford brookes university,Oxford university,P. i. tchaikovsky moscow state conservatoire,Pacific state university,Pakistan,Palestine,Pamukkale un. fef cagdas turk lehceleri ve edebiyatlari bolumu,Paris,Peru,Philippines,Poland,Polish academy of sciences,Portugal,Pro moldova association of historians and political scientists,Promotion/protection of human rights,Qatar,Queen's university,Rand drug policy research center,Ras,Republic of karachai-cherkessia,Research institute of the evangelical lutheran church of finland,Romania,Russian academy of sciences,Russian federation,Russian language teaching methodology institute of philology of moscow state pedagogical university,Saint petersburg state university,San diego state university,Saudi arabia,School of architecture,School of arts &amp,School of humanities and social sciences,School of law,School of modern languages,Science politique a l'inalco,Senegal,Serbia,Sh. yessenov caspian state university of technologies and engineering,Shahid bahonar university of kerman,She is a fellow at the european foundation for democracy. she earned her ph.d. at george mason university,Siece,Sierra leone,Singapore,Slovakia,Slovenia,Slupsku-instytut filologii akademii pomorskiej w slupsku,Soas,Somalia,South africa,South china normal university,South korea,Southeast missouri state university,Spain,Spbu,Sri lanka,St. david's university college,Staatliche technische universität irkutsk,Stanford university,State classical academy,State university,Swaziland,Sweden,Switzerland,Syrian arab republic,Taiwan,Tajikistan,Tallinn university,Tanzania,Taraz innovative humanitarian university,Tarih anabilim dali,Tartu u7die,Tatar state humanitarian and pedagogical university,Tate gallery of modern art,Technical university of berlin,Technische universität münchen,Telewizyjna i teatralna im. leona schillera w łodzi,Texas a and m university,Texas aandm university-corpus christi,Thailand,The birsk branch of the bashkir state university,The economic policy and research center dubai economic council,The george washington university,The ministry of foreign affairs of the russian federation,The new school for social research,The “bath house readings”,Transylvania university,Trinidad and tobago,Tu chemnitz,Tunisia,Turkey,Turkmenistan,Tuvalu,U.s. department of justice,U.s. naval academy,Ucm/instituto de filosofía csic,Uit: the arctic university of norway,Uk,Ukraine,Umr 7220,United arab emirates,United kingdom,United states,United states holocaust memorial museum,Universidad de sevilla,Universiteit utrecht,University at albany state university of new york,University college london,University of arizona,University of basel,University of birmingham,University of bologna,University of bristol,University of calabria,University of central asia,University of delaware,University of florida,University of groningen,University of guilan,University of haifa,University of helsinki,University of islamic sciences,University of kansas,University of latvia,University of leeds,University of london,University of manchester,University of melbourne,University of miami school of architecture,University of michigan,University of minnesota,University of nantes,University of north texas,University of otago,University of pisa,University of pittsburgh,University of rome iii,University of southampton,University of southern california,University of tarbiat modares,University of tehran,University of tennessee,University of toronto,University of tulsa,University of turin,University of tübingen,University of wales swansea,University of washington,University of waterloo,University of wisconsin-madison,University of wolverhampton,University of wyoming,Université des antilles et de la guyane,Université robert schuman,Univerzita konštantína filozofa v nitre filozofická fakulta,Uniwersytet europejski viadrina we frankfurcie n. odra&cedil,Uniwersytet jagielloński w krakowie,Uniwersytet kazimierza wielkiego,Uniwersytet przyrodniczo-humanistyczny w siedlcach,Uppsala university,Uruguay,Us department of state,Uzbekistan,Uzhhorod national university,V.i. vernadsky crimean federal university,Venezuela,Victoria university,Vidal sassoon international center for the study of antisemitism,Viet nam,Villanova university,Vologda institute of law and economics of federal penitentiary service of russia,Vytautas magnus university,Warsaw school for social psychology,World bank,World trade institute,Yale university,York university,Zambia,empty,États-unis d'amérique,Πανεπιστήμιο διεθνών σχέσεων
Canada (fax: +1 613 788 4064),,1.0,,1.0,1.0,,,,,4.0,,1.0,,,1.0,,,8.0,24.0,,1.0,177.0,49.0,,,24.0,,5.0,11.0,52.0,2.0,,1.0,,,1.0,1.0,,12.0,,,1.0,,8.0,,,4.0,250.0,,,,,,,1.0,1.0,3.0,69.0,1.0,1.0,,,,1.0,2.0,6.0,1.0,,1.0,7.0,,4.0,101.0,,29.0,,,1.0,,1.0,,,,,,,1.0,,,4.0,,,,,,191.0,,,,,,,,,,154.0,,154.0,,,,,1.0,1.0,49.0,1.0,432.0,28.0,,,,1.0,,1.0,,30.0,1.0,75.0,,,1.0,,,1.0,,52.0,3.0,,,1.0,1.0,,1.0,,,1.0,,,1.0,,1.0,20.0,3.0,37.0,,,1.0,159.0,,141.0,,69.0,2.0,,,166.0,1.0,1.0,,,1.0,,,,3.0,,25.0,,,1.0,,50.0,,1.0,,111.0,,1.0,1.0,3.0,,,,12.0,,,,1.0,7.0,,,14.0,1.0,8.0,,,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,137.0,1.0,,25.0,12.0,,84.0,,,1.0,1.0,,,16.0,1.0,,,,1.0,136.0,1.0,11.0,,,4.0,1.0,1.0,,1.0,1.0,39.0,,1064.0,,,,2.0,,1.0,,,1.0,,1.0,7.0,,,1.0,,,15.0,18.0,11.0,,1.0,1.0,20.0,,34.0,,45.0,,1.0,1.0,,,,,,153.0,68.0,1.0,4.0,4.0,,1.0,,,,,,1.0,,,,,,,,,,2.0,,1.0,1.0,,4.0,51.0,1.0,2.0,,1.0,,,1.0,169.0,1.0,9.0,1060.0,2413.0,,1.0,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,,,,,,,2.0,1.0,1.0,,,2.0,1.0,,,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,,,3.0,,,1.0,1.0,,,1.0,1.0,,,,2.0,,1.0,15.0,,,,,,2.0,1.0,,1.0,1.0,3.0,,,,,1599.0,1.0,
Case western reserve university,,,,,,,,,,,,,,,,,,2.0,1.0,,,23.0,3.0,,,,,,1.0,1.0,,,,,,1.0,,,2.0,,,,,1.0,,,,31.0,,,,,,,,,,5.0,,1.0,,,,,,3.0,,,,,,,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,11.0,,23.0,1.0,,,,,,1.0,,42.0,5.0,,,,1.0,,,1.0,3.0,,1.0,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,8.0,,,,15.0,,10.0,,5.0,,,,8.0,,,,,,,,,,,,,,1.0,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,1.0,,,,,,,1.0,,,,,,8.0,,,,,,,,,,,1.0,,72.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,6.0,,,,,,,,,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,14.0,,,104.0,262.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,1.0,
Caspian university,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,
Castalia strategic advisors,,,,,,,,,,,,,,,,,,,4.0,,,4.0,7.0,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,23.0,,,,,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,7.0,,11.0,,,,,,,1.0,,21.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,5.0,,1.0,,5.0,,,,15.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,4.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,212.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,22.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,4.0,,,,,,,,,,25.0,,
Center for advanced holocaust studies,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,,14.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,3.0,,,,,,,,,35.0,,,1.0,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,17.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,6.0,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,3.0,,,,,,,,6.0,,,21.0,64.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,48.0,,
Center for the history of literature,,,,1.0,,,,,,,,,,,,,,,1.0,,,12.0,8.0,,,,,,1.0,3.0,,,,,,,,,1.0,,,,,2.0,,,,16.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,2.0,,,3.0,,5.0,,1.0,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,31.0,,12.0,,,,,,,1.0,,32.0,1.0,,,,1.0,,,,3.0,,5.0,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,3.0,,,,9.0,,9.0,,1.0,,,,11.0,,,,,,,,,,,1.0,,,,,7.0,,,,10.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,12.0,,,1.0,,,8.0,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,1.0,,195.0,,,,,,,,,1.0,,,,,,,,,1.0,3.0,1.0,,,,1.0,,2.0,,,,,,,,,,,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,7.0,,2.0,81.0,165.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,122.0,,
Centre for european migration and ethnic studies (cemes),,,,,,,,,,,,1.0,,,,,,1.0,13.0,,,47.0,21.0,,,7.0,,1.0,4.0,15.0,,,,,,,,,4.0,,,,,3.0,,,,79.0,1.0,,,,,,,,1.0,21.0,,,,,,,,,1.0,,,5.0,,3.0,25.0,,11.0,,,,,,,,,,1.0,,,,,2.0,,,,,,39.0,,,,,,,,,,49.0,,42.0,,,,,1.0,,10.0,,143.0,6.0,,,,1.0,,,,2.0,,11.0,,,,,,,,21.0,1.0,,,,1.0,,,,,1.0,,,,,,2.0,1.0,14.0,,,,42.0,,43.0,,16.0,,,,44.0,,,,,,,,,,,8.0,,,,,9.0,,1.0,,14.0,,,1.0,,,,,5.0,,,,1.0,2.0,,,7.0,,,,,,,,,,,,,,,,,,,,50.0,1.0,,6.0,6.0,,24.0,,,,,,,,1.0,,,,,35.0,,4.0,1.0,,1.0,,,,,,8.0,,379.0,,,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,6.0,,9.0,,9.0,,,,,,,,,37.0,28.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,21.0,,,,,,,,40.0,,2.0,368.0,714.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,439.0,,
Chatham house,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,1.0,,,41.0,12.0,,,11.0,,,5.0,12.0,,,,,,,,,5.0,,,,,,,,,40.0,1.0,,,,,,,,,19.0,1.0,,,,,,1.0,1.0,,1.0,,1.0,,,11.0,,8.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,18.0,,,,,,,,,,23.0,,26.0,,,,,,,7.0,,80.0,2.0,,,,,,,,7.0,,8.0,,,,,,,,16.0,2.0,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,8.0,,,,22.0,,31.0,,11.0,,,,36.0,,,,,,,,,,,2.0,,,,,5.0,,1.0,,14.0,,1.0,,1.0,,,,9.0,,,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,26.0,,,5.0,2.0,,11.0,,,,,,,6.0,,,,,,13.0,,1.0,,,2.0,,,,,1.0,4.0,,207.0,,,,,,,,,,,,1.0,,,,,,6.0,1.0,4.0,,,,5.0,,12.0,,2.0,,1.0,,,,,,,27.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,,,,,,,,29.0,,2.0,211.0,474.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,289.0,,
Chile,,,,,3.0,,,,,3.0,,8.0,,,4.0,,,64.0,42.0,,,496.0,153.0,,1.0,65.0,,6.0,21.0,114.0,,1.0,1.0,,,2.0,,,60.0,,1.0,2.0,,22.0,,,2.0,557.0,3.0,,,,,,1.0,,32.0,245.0,1.0,3.0,,,1.0,1.0,6.0,35.0,2.0,1.0,9.0,12.0,37.0,15.0,210.0,,96.0,1.0,1.0,1.0,,,,,5.0,,,,3.0,,5.0,5.0,1.0,,,,,352.0,,,1.0,,,,4.0,1.0,,397.0,,320.0,4.0,1.0,1.0,,1.0,1.0,113.0,,1156.0,70.0,,,,1.0,,,,47.0,,141.0,,,9.0,,1.0,4.0,,145.0,6.0,2.0,,,1.0,,2.0,,,8.0,,1.0,,,1.0,40.0,10.0,103.0,,3.0,,397.0,,323.0,,162.0,1.0,,,340.0,,1.0,,,2.0,1.0,,,3.0,,49.0,,1.0,2.0,,112.0,,3.0,,247.0,,,1.0,4.0,1.0,5.0,6.0,40.0,2.0,,1.0,,41.0,,,21.0,2.0,10.0,4.0,4.0,,,,,,,,3.0,,,,,,,,288.0,,,67.0,6.0,,206.0,,1.0,1.0,,,,42.0,1.0,,,13.0,12.0,238.0,1.0,39.0,,,8.0,2.0,,,,,61.0,,2235.0,1.0,,,6.0,1.0,2.0,1.0,,3.0,,3.0,13.0,,,,5.0,,44.0,29.0,21.0,,,2.0,52.0,,65.0,1.0,160.0,,,1.0,,,,,1.0,328.0,190.0,,10.0,11.0,2.0,1.0,,,,1.0,,,,,1.0,,3.0,,,,,,2.0,1.0,3.0,,7.0,126.0,4.0,,,,,5.0,1.0,278.0,1.0,16.0,2898.0,5360.0,,1.0,,,,1.0,,1.0,1.0,2.0,1.0,,,1.0,3.0,,1.0,,,1.0,,,6.0,,3.0,1.0,,,,,,1.0,5.0,,3.0,,1.0,,,1.0,1.0,2.0,2.0,,4.0,,,2.0,,,,1.0,,,,,3.0,5.0,2.0,18.0,,,,,,7.0,,,,1.0,1.0,,,1.0,2.0,3325.0,1.0,
China,15.0,1.0,,5.0,48.0,,,,26.0,89.0,,88.0,,5.0,49.0,,,524.0,1483.0,,3.0,9985.0,3900.0,,8.0,1972.0,,99.0,736.0,2952.0,16.0,10.0,31.0,19.0,,87.0,6.0,,1159.0,,12.0,21.0,,392.0,,,116.0,10688.0,69.0,5.0,,23.0,2.0,1.0,21.0,19.0,245.0,10669.0,136.0,24.0,,1.0,184.0,12.0,459.0,214.0,14.0,8.0,32.0,364.0,126.0,226.0,5503.0,,2039.0,1.0,2.0,21.0,,10.0,10.0,,60.0,9.0,3.0,,50.0,2.0,100.0,138.0,6.0,,,,,8130.0,11.0,18.0,105.0,,,6.0,13.0,9.0,,6363.0,7.0,7522.0,18.0,9.0,13.0,4.0,45.0,33.0,3361.0,9.0,25918.0,1214.0,,,4.0,23.0,4.0,24.0,9.0,3023.0,16.0,3556.0,,3.0,59.0,,28.0,66.0,,3565.0,129.0,13.0,1.0,11.0,37.0,,13.0,4.0,8.0,64.0,,,28.0,,6.0,768.0,104.0,1925.0,6.0,24.0,7.0,10829.0,5.0,6739.0,1.0,4771.0,134.0,4.0,,15139.0,20.0,22.0,4.0,7.0,10.0,29.0,4.0,2.0,72.0,,1713.0,,1.0,36.0,,2478.0,1.0,60.0,,5779.0,2.0,72.0,49.0,205.0,1.0,128.0,123.0,1351.0,110.0,,2.0,2.0,429.0,,4.0,513.0,213.0,760.0,38.0,50.0,11.0,,4.0,5.0,,1.0,1.0,120.0,,6.0,,,,6.0,6.0,5739.0,18.0,,1332.0,242.0,66.0,4177.0,9.0,5.0,8.0,11.0,,,1495.0,35.0,,3.0,23.0,79.0,6330.0,5.0,747.0,,,153.0,7.0,9.0,,8.0,31.0,1646.0,,70857.0,2.0,,18.0,169.0,184.0,24.0,105.0,2.0,51.0,,88.0,425.0,,,6.0,2.0,1.0,1684.0,778.0,502.0,,17.0,19.0,882.0,,2037.0,5.0,2273.0,1.0,13.0,39.0,,5.0,3.0,,29.0,7620.0,3977.0,7.0,365.0,506.0,4.0,46.0,,,,2.0,3.0,10.0,2.0,,5.0,4.0,125.0,4.0,4.0,3.0,,42.0,5.0,20.0,134.0,,384.0,2991.0,46.0,44.0,,9.0,1.0,20.0,18.0,8993.0,21.0,599.0,51317.0,112058.0,8.0,7.0,1.0,6.0,2.0,10.0,,14.0,28.0,19.0,1.0,7.0,,1.0,4.0,,4.0,4.0,16.0,9.0,5.0,,101.0,11.0,27.0,4.0,2.0,40.0,,34.0,,1.0,71.0,,21.0,2.0,8.0,4.0,,22.0,5.0,16.0,17.0,6.0,54.0,1.0,7.0,18.0,3.0,1.0,1.0,17.0,6.0,8.0,2.0,1.0,91.0,7.0,24.0,1473.0,,4.0,,,2.0,698.0,6.0,,8.0,8.0,33.0,,4.0,1.0,10.0,69163.0,24.0,2.0
Chinese academy of social sciences,,,,,1.0,,,,,,,4.0,,,,,,8.0,6.0,,,100.0,30.0,,,15.0,,5.0,2.0,24.0,,,,1.0,,1.0,,,12.0,,,,,8.0,,,3.0,100.0,1.0,,,,,,,1.0,1.0,136.0,1.0,,,,2.0,,3.0,2.0,,,1.0,4.0,5.0,1.0,41.0,,19.0,,,1.0,,,,,1.0,,,,1.0,,1.0,2.0,,,,,,54.0,,,2.0,,,,,,,80.0,,56.0,1.0,,,,,1.0,23.0,,187.0,13.0,,,1.0,,,,,17.0,,31.0,,,1.0,,1.0,1.0,,48.0,3.0,,,,1.0,,,,,1.0,,,,,,13.0,,16.0,1.0,,,73.0,,64.0,,51.0,2.0,,,60.0,,,,,,1.0,,,1.0,,11.0,,,,,25.0,,1.0,,49.0,,,,1.0,,,3.0,17.0,,,1.0,,6.0,,,,2.0,4.0,1.0,,,,,,,,,,,,,,,,,44.0,1.0,,13.0,4.0,1.0,40.0,,,1.0,,,,24.0,,,,,,54.0,,14.0,,,5.0,,,,1.0,,18.0,,536.0,,,,,2.0,,2.0,,,,,2.0,,,,,,16.0,6.0,4.0,,,,9.0,,21.0,,14.0,,,,,,,,,78.0,36.0,,8.0,2.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,33.0,,,,,,,,62.0,,2.0,570.0,1328.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,2.0,,,,,,,1.0,,1.0,,,2.0,,1.0,1.0,,,,,,,,,2.0,,,3.0,,,,,,11.0,,,,,,,,,,800.0,,
Cnrs paris-berlin,,,,,,,,,,,1.0,,,,1.0,,,5.0,3.0,,,82.0,20.0,,,4.0,,,6.0,12.0,,,1.0,,,1.0,,,7.0,,,1.0,,,,,,122.0,1.0,1.0,,,,1.0,,,3.0,24.0,,,,,,,,4.0,1.0,,,3.0,2.0,1.0,21.0,,18.0,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,57.0,,,,,,,,,,73.0,,64.0,1.0,1.0,,,,,10.0,,212.0,6.0,,,,1.0,,,,9.0,1.0,27.0,,,1.0,,,1.0,,19.0,1.0,,,1.0,,,,,,1.0,,,,,,1.0,2.0,20.0,,,,76.0,,66.0,1.0,22.0,,,,66.0,,1.0,,,,,,,1.0,,13.0,,1.0,1.0,,19.0,,1.0,,29.0,,,,1.0,,,,3.0,,,,,2.0,,,9.0,,,,,,,,,,,,,,,,,,,,52.0,,,8.0,,,23.0,,,,,,,1.0,1.0,,,1.0,,40.0,1.0,2.0,,,1.0,1.0,,,,,9.0,,541.0,,,,,,1.0,,,1.0,,,2.0,,,,,,4.0,5.0,2.0,,,1.0,4.0,,9.0,,15.0,,,,,,,,,59.0,27.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,3.0,21.0,,,,,,,,52.0,1.0,3.0,476.0,1041.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,2.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,688.0,1.0,
Collaborated in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Collabore á l'emission le dessous des cartes,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,11.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,13.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,57.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,8.0,,,17.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,46.0,,
